run_id,startup_latency_ms,first_prediction_latency_ms,warm_requests,warm_mean_latency_ms,warm_median_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,warm_min_latency_ms,warm_max_latency_ms,stdout_log,stderr_log
1,4980.1966000086395,44.98999999486841,20,41.1479149996012,39.66220000438625,46.50281999711297,53.023924006120055,38.52309999638237,54.654200008371845,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_1_stdout.log,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_1_stderr.log
2,4472.623499998008,45.993599997018464,20,52.6271499991708,49.783549999119714,67.9483699896082,90.2478339929075,39.711500008706935,95.82269999373239,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_2_stdout.log,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_2_stderr.log
3,6015.688399987994,63.25089999882039,20,39.842795000004116,38.93534999951953,46.00800000553136,47.98095999882207,36.881499996525235,48.47419999714475,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_3_stdout.log,C:\Users\ADMIN\fraud-detection-xai\reports\additional_experiments\cold_start_run_3_stderr.log
