recall,precision
1.0,0.0013196558337585558
1.0,0.001319679054054054
1.0,0.0013197022751667224
1.0,0.001319725497096604
1.0,0.0013197487198437418
1.0,0.001319771943408179
1.0,0.001319795167789959
1.0,0.0013198183929891247
1.0,0.0013198416190057193
1.0,0.001319864845839786
1.0,0.001319888073491368
1.0,0.0013199113019605082
1.0,0.0013199345312472502
1.0,0.0013199577613516368
1.0,0.0013199809922737112
1.0,0.0013200042240135168
1.0,0.0013200274565710968
1.0,0.001320050689946494
1.0,0.0013200739241397519
1.0,0.0013200971591509135
1.0,0.0013201203949800221
1.0,0.001320143631627121
1.0,0.0013201668690922532
1.0,0.001320190107375462
1.0,0.0013202133464767906
1.0,0.0013202365863962822
1.0,0.00132025982713398
1.0,0.001320283068689927
1.0,0.0013203063110641669
1.0,0.0013203295542567426
1.0,0.001320352798267697
1.0,0.0013203760430970741
1.0,0.0013203992887449165
1.0,0.0013204225352112676
1.0,0.0013204457824961707
1.0,0.001320469030599669
1.0,0.0013204922795218058
1.0,0.0013205155292626241
1.0,0.0013205387798221674
1.0,0.001320562031200479
1.0,0.0013205852833976018
1.0,0.0013206085364135794
1.0,0.0013206317902484548
1.0,0.0013206550449022716
1.0,0.0013207015566669015
1.0,0.0013207248137778013
1.0,0.0013207480717078153
1.0,0.001320771330456987
1.0,0.0013207945900253592
1.0,0.0013208178504129757
1.0,0.0013208411116198795
1.0,0.001320864373646114
1.0,0.0013208876364917224
1.0,0.0013209109001567482
1.0,0.0013209341646412342
1.0,0.0013209574299452244
1.0,0.0013209806960687615
1.0,0.001321003963011889
1.0,0.0013210272307746503
1.0,0.0013210504993570887
1.0,0.0013210737687592475
1.0,0.0013210970389811699
1.0,0.0013211203100228993
1.0,0.0013211435818844793
1.0,0.0013211668545659526
1.0,0.001321190128067363
1.0,0.0013212134023887537
1.0,0.0013212366775301682
1.0,0.0013212599534916495
1.0,0.0013212832302732414
1.0,0.0013213065078749868
1.0,0.0013213297862969293
1.0,0.001321353065539112
1.0,0.0013213763456015786
1.0,0.0013213996264843722
1.0,0.0013214229081875363
1.0,0.0013214461907111142
1.0,0.0013214694740551493
1.0,0.001321492758219685
1.0,0.0013215160432047644
1.0,0.0013215393290104314
1.0,0.001321562615636729
1.0,0.0013215859030837004
1.0,0.0013216091913513894
1.0,0.0013216324804398393
1.0,0.0013216557703490932
1.0,0.001321679061079195
1.0,0.0013217023526301878
1.0,0.0013217256450021148
1.0,0.0013217489381950197
1.0,0.0013217722322089458
1.0,0.0013217955270439364
1.0,0.0013218188227000353
1.0,0.0013218421191772854
1.0,0.0013218654164757306
1.0,0.0013218887145954139
1.0,0.001321912013536379
1.0,0.0013219353132986693
1.0,0.001321958613882328
1.0,0.001321981915287399
1.0,0.001322005217513925
1.0,0.0013220285205619501
1.0,0.0013220518244315177
1.0,0.001322075129122671
1.0,0.0013220984346354533
1.0,0.0013221217409699086
1.0,0.0013221450481260798
1.0,0.0013221683561040105
1.0,0.0013221916649037444
1.0,0.0013222149745253247
1.0,0.0013222382849687952
1.0,0.0013222615962341989
1.0,0.0013222849083215796
1.0,0.0013223082212309807
1.0,0.0013223315349624458
1.0,0.001322354849516018
1.0,0.0013223781648917412
1.0,0.0013224014810896587
1.0,0.0013224247981098141
1.0,0.0013224481159522508
1.0,0.0013224714346170123
1.0,0.001322494754104142
1.0,0.0013225180744136837
1.0,0.0013225413955456806
1.0,0.0013225647175001763
1.0,0.0013225880402772145
1.0,0.0013226113638768384
1.0,0.0013226346882990918
1.0,0.0013226580135440181
1.0,0.0013226813396116607
1.0,0.0013227046665020635
1.0,0.0013227279942152697
1.0,0.0013227513227513227
1.0,0.0013227746521102665
1.0,0.0013227979822921444
1.0,0.0013228213132969997
1.0,0.0013228446451248766
1.0,0.001322867977775818
1.0,0.0013228913112498678
1.0,0.0013229146455470693
1.0,0.0013229379806674662
1.0,0.0013229613166111022
1.0,0.0013229846533780209
1.0,0.0013230079909682655
1.0,0.0013230313293818797
1.0,0.0013230546686189074
1.0,0.0013230780086793917
1.0,0.0013231013495633766
1.0,0.0013231246912709053
1.0,0.0013231480338020218
1.0,0.0013231713771567693
1.0,0.0013231947213351916
1.0,0.0013232180663373325
1.0,0.0013232414121632351
1.0,0.0013232647588129432
1.0,0.0013232881062865006
1.0,0.001323311454583951
1.0,0.0013233348037053375
1.0,0.001323358153650704
1.0,0.0013233815044200942
1.0,0.0013234048560135517
1.0,0.00132342820843112
1.0,0.0013234515616728428
1.0,0.0013234749157387637
1.0,0.0013234982706289264
1.0,0.0013235216263433745
1.0,0.0013235449828821516
1.0,0.0013235683402453013
1.0,0.0013235916984328674
1.0,0.0013236150574448935
1.0,0.0013236384172814232
1.0,0.0013236617779425002
1.0,0.001323685139428168
1.0,0.0013237085017384705
1.0,0.0013237318648734512
1.0,0.0013237552288331538
1.0,0.0013237785936176221
1.0,0.0013238019592268996
1.0,0.00132382532566103
1.0,0.0013238486929200571
1.0,0.0013238720610040246
1.0,0.001323895429912976
1.0,0.001323918799646955
1.0,0.0013239421702060054
1.0,0.0013239655415901708
1.0,0.0013239889137994952
1.0,0.0013240122868340219
1.0,0.0013240356606937947
1.0,0.0013240590353788574
1.0,0.0013240824108892537
1.0,0.0013241057872250275
1.0,0.001324129164386222
1.0,0.0013241525423728813
1.0,0.0013241759211850492
1.0,0.0013241993008227691
1.0,0.0013242226812860852
1.0,0.0013242460625750407
1.0,0.0013242694446896795
1.0,0.0013242928276300456
1.0,0.0013243162113961825
1.0,0.001324339595988134
1.0,0.0013243629814059436
1.0,0.0013243863676496556
1.0,0.0013244097547193134
1.0,0.0013244331426149607
1.0,0.0013244565313366415
1.0,0.0013244799208843995
1.0,0.0013245033112582781
1.0,0.0013245267024583215
1.0,0.0013245500944845735
1.0,0.0013245734873370775
1.0,0.0013245968810158776
1.0,0.0013246202755210173
1.0,0.0013246436708525408
1.0,0.0013246670670104914
1.0,0.0013246904639949131
1.0,0.00132471386180585
1.0,0.0013247372604433454
1.0,0.0013247606599074435
1.0,0.0013247840601981877
1.0,0.001324807461315622
1.0,0.0013248308632597904
1.0,0.0013248542660307366
1.0,0.0013248776696285043
1.0,0.0013249010740531374
1.0,0.0013249244793046796
1.0,0.001324947885383175
1.0,0.001324971292288667
1.0,0.0013249947000212
1.0,0.0013250181085808174
1.0,0.001325041517967563
1.0,0.0013250649281814808
1.0,0.001325088339222615
1.0,0.0013251117510910087
1.0,0.0013251351637867063
1.0,0.0013251585773097513
1.0,0.001325181991660188
1.0,0.0013252054068380599
1.0,0.001325228822843411
1.0,0.001325252239676285
1.0,0.001325275657336726
1.0,0.0013252990758247777
1.0,0.0013253224951404843
1.0,0.0013253459152838892
1.0,0.0013253693362550365
1.0,0.00132539275805397
1.0,0.0013254161806807337
1.0,0.0013254396041353716
1.0,0.0013254630284179273
1.0,0.001325486453528445
1.0,0.0013255098794669683
1.0,0.0013255333062335414
1.0,0.001325556733828208
1.0,0.001325580162251012
1.0,0.0013256035915019972
1.0,0.001325627021581208
1.0,0.0013256504524886878
1.0,0.0013256738842244808
1.0,0.0013256973167886307
1.0,0.0013257207501811818
1.0,0.0013257441844021778
1.0,0.0013257676194516625
1.0,0.00132579105532968
1.0,0.0013258144920362744
1.0,0.001325837929571489
1.0,0.0013258613679353686
1.0,0.0013258848071279567
1.0,0.0013259082471492973
1.0,0.0013259316879994344
1.0,0.0013259551296784116
1.0,0.0013259785721862734
1.0,0.0013260020155230637
1.0,0.001326025459688826
1.0,0.0013260489046836047
1.0,0.0013260723505074438
1.0,0.001326095797160387
1.0,0.0013261192446424783
1.0,0.0013261426929537619
1.0,0.0013261661420942816
1.0,0.0013261895920640815
1.0,0.0013262130428632055
1.0,0.0013262364944916978
1.0,0.001326259946949602
1.0,0.0013262834002369626
1.0,0.0013263068543538233
1.0,0.0013263303093002281
1.0,0.001326353765076221
1.0,0.0013263772216818464
1.0,0.0013264006791171476
1.0,0.0013264241373821693
1.0,0.0013264475964769552
1.0,0.0013264710564015493
1.0,0.0013264945171559957
1.0,0.0013265179787403385
1.0,0.0013265414411546216
1.0,0.0013265649043988892
1.0,0.0013265883684731852
1.0,0.0013266118333775537
1.0,0.0013266352991120388
1.0,0.0013266587656766845
1.0,0.0013266822330715348
1.0,0.0013267057012966337
1.0,0.0013267291703520255
1.0,0.0013267526402377541
1.0,0.0013267761109538635
1.0,0.001326799582500398
1.0,0.0013268230548774016
1.0,0.0013268465280849183
1.0,0.001326870002122992
1.0,0.001326893476991667
1.0,0.0013269169526909875
1.0,0.0013269404292209975
1.0,0.001326963906581741
1.0,0.001326987384773262
1.0,0.001327010863795605
1.0,0.0013270343436488136
1.0,0.0013270578243329322
1.0,0.001327081305848005
1.0,0.0013271047881940757
1.0,0.0013271282713711889
1.0,0.0013271517553793885
1.0,0.0013271752402187185
1.0,0.0013271987258892232
1.0,0.0013272222123909465
1.0,0.001327245699723933
1.0,0.0013272691878882263
1.0,0.0013272926768838707
1.0,0.0013273161667109105
1.0,0.0013273396573693897
1.0,0.0013273631488593526
1.0,0.001327386641180843
1.0,0.0013274101343339055
1.0,0.001327433628318584
1.0,0.0013274571231349228
1.0,0.0013274806187829659
1.0,0.0013275041152627574
1.0,0.0013275276125743415
1.0,0.0013275511107177626
1.0,0.0013275746096930647
1.0,0.001327598109500292
1.0,0.0013276216101394888
1.0,0.0013276451116106991
1.0,0.0013276686139139671
1.0,0.0013276921170493371
1.0,0.001327715621016853
1.0,0.0013277391258165595
1.0,0.0013277626314485006
1.0,0.0013277861379127202
1.0,0.0013278096452092629
1.0,0.0013278331533381725
1.0,0.0013278566622994935
1.0,0.0013278801720932702
1.0,0.0013279036827195468
1.0,0.0013279271941783672
1.0,0.0013279507064697757
1.0,0.0013279742195938169
1.0,0.0013279977335505348
1.0,0.0013280212483399733
1.0,0.0013280447639621774
1.0,0.0013280682804171905
1.0,0.0013280917977050574
1.0,0.001328115315825822
1.0,0.001328138834779529
1.0,0.0013281623545662222
1.0,0.001328185875185946
1.0,0.0013282093966387448
1.0,0.0013282329189246626
1.0,0.001328256442043744
1.0,0.0013282799659960329
1.0,0.0013283034907815739
1.0,0.001328327016400411
1.0,0.0013283505428525885
1.0,0.001328374070138151
1.0,0.0013283975982571424
1.0,0.0013284211272096072
1.0,0.0013284446569955895
1.0,0.001328468187615134
1.0,0.0013284917190682845
1.0,0.0013285152513550856
1.0,0.0013285387844755815
1.0,0.0013285623184298165
1.0,0.0013285858532178349
1.0,0.001328609388839681
1.0,0.0013286329252953995
1.0,0.001328656462585034
1.0,0.0013286800007086294
1.0,0.0013287035396662298
1.0,0.0013287270794578793
1.0,0.0013287506200836228
1.0,0.001328774161543504
1.0,0.0013287977038375677
1.0,0.0013288212469658581
1.0,0.0013288447909284196
1.0,0.0013288683357252963
1.0,0.001328891881356533
1.0,0.0013289154278221735
1.0,0.0013289389751222624
1.0,0.0013289625232568443
1.0,0.0013289860722259632
1.0,0.0013290096220296636
1.0,0.0013290331726679898
1.0,0.0013290567241409864
1.0,0.0013290802764486975
1.0,0.0013291038295911676
1.0,0.0013291273835684412
1.0,0.0013291509383805626
1.0,0.001329174494027576
1.0,0.001329198050509526
1.0,0.001329221607826457
1.0,0.001329245165978413
1.0,0.001329268724965439
1.0,0.001329292284787579
1.0,0.0013293158454448777
1.0,0.0013293394069373793
1.0,0.0013293629692651282
1.0,0.0013293865324281687
1.0,0.0013294100964265456
1.0,0.0013294336612603031
1.0,0.0013294572269294857
1.0,0.0013294807934341375
1.0,0.0013295043607743032
1.0,0.0013295279289500274
1.0,0.0013295514979613544
1.0,0.0013295750678083286
1.0,0.0013295986384909942
1.0,0.001329622210009396
1.0,0.0013296457823635784
1.0,0.0013296693555535856
1.0,0.0013296929295794624
1.0,0.0013297165044412532
1.0,0.0013297400801390023
1.0,0.001329763656672754
1.0,0.0013297872340425532
1.0,0.0013298108122484441
1.0,0.0013298343912904714
1.0,0.0013298579711686792
1.0,0.0013298815518831123
1.0,0.0013299051334338151
1.0,0.001329928715820832
1.0,0.0013299522990442077
1.0,0.0013299758831039864
1.0,0.0013299994680002127
1.0,0.0013300230537329314
1.0,0.0013300466403021866
1.0,0.001330070227708023
1.0,0.001330093815950485
1.0,0.0013301174050296173
1.0,0.0013301409949454642
1.0,0.0013301645856980703
1.0,0.0013301881772874802
1.0,0.0013302117697137385
1.0,0.0013302353629768894
1.0,0.0013302589570769777
1.0,0.0013302825520140479
1.0,0.0013303061477881444
1.0,0.0013303297443993118
1.0,0.0013303533418475948
1.0,0.0013303769401330377
1.0,0.0013304005392556853
1.0,0.001330424139215582
1.0,0.0013304477400127722
1.0,0.001330471341647301
1.0,0.0013304949441192123
1.0,0.0013305185474285512
1.0,0.001330542151575362
1.0,0.0013305657565596892
1.0,0.0013305893623815775
1.0,0.0013306129690410717
1.0,0.0013306365765382159
1.0,0.001330660184873055
1.0,0.0013306837940456335
1.0,0.0013307074040559961
1.0,0.0013307310149041874
1.0,0.0013307546265902519
1.0,0.001330778239114234
1.0,0.0013308018524761786
1.0,0.0013308254666761304
1.0,0.0013308490817141336
1.0,0.001330872697590233
1.0,0.0013308963143044735
1.0,0.0013309199318568994
1.0,0.0013309435502475554
1.0,0.0013309671694764862
1.0,0.0013309907895437364
1.0,0.0013310144104493504
1.0,0.0013310380321933733
1.0,0.0013310616547758491
1.0,0.001331085278196823
1.0,0.0013311089024563396
1.0,0.0013311325275544433
1.0,0.001331156153491179
1.0,0.001331179780266591
1.0,0.0013312034078807242
1.0,0.0013312270363336233
1.0,0.0013312506656253328
1.0,0.0013312742957558975
1.0,0.0013312979267253622
1.0,0.0013313215585337712
1.0,0.0013313451911811695
1.0,0.0013313688246676017
1.0,0.0013313924589931122
1.0,0.0013314160941577462
1.0,0.001331439730161548
1.0,0.0013314633670045626
1.0,0.0013314870046868342
1.0,0.0013315106432084081
1.0,0.0013315342825693285
1.0,0.0013315579227696406
1.0,0.0013315815638093886
1.0,0.0013316052056886174
1.0,0.001331628848407372
1.0,0.0013316524919656967
1.0,0.0013316761363636363
1.0,0.0013316997816012358
1.0,0.0013317234276785397
1.0,0.0013317470745955928
1.0,0.0013317707223524397
1.0,0.0013317943709491254
1.0,0.0013318180203856945
1.0,0.0013318416706621916
1.0,0.0013318653217786617
1.0,0.0013318889737351494
1.0,0.0013319126265316996
1.0,0.0013319362801683568
1.0,0.001331959934645166
1.0,0.0013319835899621717
1.0,0.001332007246119419
1.0,0.0013320309031169522
1.0,0.0013320545609548167
1.0,0.0013320782196330567
1.0,0.0013321018791517176
1.0,0.0013321255395108435
1.0,0.0013321492007104796
1.0,0.0013321728627506706
1.0,0.0013321965256314612
1.0,0.0013322201893528963
1.0,0.0013322438539150206
1.0,0.001332267519317879
1.0,0.0013322911855615162
1.0,0.0013323148526459773
1.0,0.0013323385205713067
1.0,0.0013323621893375495
1.0,0.0013323858589447503
1.0,0.0013324095293929543
1.0,0.0013324332006822057
1.0,0.00133245687281255
1.0,0.0013324805457840315
1.0,0.0013325042195966954
1.0,0.0013325278942505864
1.0,0.0013325515697457492
1.0,0.0013325752460822287
1.0,0.00133259892326007
1.0,0.0013326226012793177
1.0,0.0013326462801400167
1.0,0.0013326699598422119
1.0,0.001332693640385948
1.0,0.0013327173217712702
1.0,0.0013327410039982231
1.0,0.0013327646870668515
1.0,0.0013327883709772005
1.0,0.0013328120557293147
1.0,0.0013328357413232392
1.0,0.001332859427759019
1.0,0.0013328831150366987
1.0,0.0013329068031563234
1.0,0.0013329304921179377
1.0,0.0013329541819215866
1.0,0.0013329778725673154
1.0,0.0013330015640551686
1.0,0.001333025256385191
1.0,0.0013330489495574278
1.0,0.0013330726435719237
1.0,0.0013330963384287238
1.0,0.001333120034127873
1.0,0.001333143730669416
1.0,0.0013331674280533978
1.0,0.0013331911262798636
1.0,0.001333214825348858
1.0,0.001333238525260426
1.0,0.0013332622260146126
1.0,0.0013332859276114627
1.0,0.0013333096300510213
1.0,0.0013333333333333333
1.0,0.0013333570374584438
1.0,0.0013333807424263974
1.0,0.0013334044482372393
1.0,0.0013334281548910145
1.0,0.0013334518623877678
1.0,0.0013334755707275442
1.0,0.0013334992799103888
1.0,0.0013335229899363464
1.0,0.0013335467008054622
1.0,0.0013335704125177809
1.0,0.0013335941250733477
1.0,0.0013336178384722075
1.0,0.001333641552714405
1.0,0.0013336652677999857
1.0,0.0013336889837289945
1.0,0.001333712700501476
1.0,0.0013337364181174754
1.0,0.001333760136577038
1.0,0.0013337838558802083
1.0,0.0013338075760270319
1.0,0.0013338312970175533
1.0,0.0013338550188518176
1.0,0.00133387874152987
1.0,0.0013339024650517554
1.0,0.0013339261894175188
1.0,0.0013339499146272054
1.0,0.0013339736406808602
1.0,0.001333997367578528
1.0,0.001334021095320254
1.0,0.0013340448239060833
1.0,0.0013340685533360607
1.0,0.0013340922836102317
1.0,0.0013341160147286408
1.0,0.0013341397466913334
1.0,0.0013341634794983546
1.0,0.001334187213149749
1.0,0.0013342109476455625
1.0,0.0013342346829858392
1.0,0.001334258419170625
1.0,0.0013342821561999644
1.0,0.0013343058940739028
1.0,0.001334329632792485
1.0,0.0013343533723557564
1.0,0.001334377112763762
1.0,0.0013344008540165466
1.0,0.0013344245961141555
1.0,0.001334448339056634
1.0,0.001334472082844027
1.0,0.0013344958274763795
1.0,0.0013345195729537367
1.0,0.0013345433192761436
1.0,0.0013345670664436458
1.0,0.0013345908144562877
1.0,0.0013346145633141148
1.0,0.0013346383130171723
1.0,0.0013346620635655052
1.0,0.0013346858149591587
1.0,0.0013347095671981776
1.0,0.0013347333202826076
1.0,0.0013347570742124934
1.0,0.0013347808289878801
1.0,0.0013348045846088132
1.0,0.0013348283410753376
1.0,0.0013348520983874988
1.0,0.0013348758565453413
1.0,0.0013348996155489107
1.0,0.0013349233753982522
1.0,0.0013349471360934108
1.0,0.0013349708976344316
1.0,0.00133499466002136
1.0,0.001335018423254241
1.0,0.0013350421873331198
1.0,0.0013350659522580416
1.0,0.0013350897180290516
1.0,0.0013351134846461949
1.0,0.0013351372521095168
1.0,0.0013351610204190626
1.0,0.0013351847895748772
1.0,0.0013352085595770059
1.0,0.001335232330425494
1.0,0.0013352561021203867
1.0,0.001335279874661729
1.0,0.0013353036480495664
1.0,0.001335327422283944
1.0,0.001335351197364907
1.0,0.0013353749732925005
1.0,0.00133539875006677
1.0,0.0013354225276877604
1.0,0.001335446306155517
1.0,0.0013354700854700855
1.0,0.0013354938656315106
1.0,0.0013355176466398376
1.0,0.001335541428495112
1.0,0.0013355652111973787
1.0,0.0013355889947466832
1.0,0.001335612779143071
1.0,0.0013356365643865866
1.0,0.001335660350477276
1.0,0.001335684137415184
1.0,0.0013357079252003562
1.0,0.0013357317138328376
1.0,0.0013357555033126735
1.0,0.0013357792936399095
1.0,0.0013358030848145905
1.0,0.0013358268768367619
1.0,0.001335850669706469
1.0,0.0013358744634237572
1.0,0.0013358982579886715
1.0,0.0013359220534012576
1.0,0.0013359458496615604
1.0,0.0013359696467696255
1.0,0.001335993444725498
1.0,0.0013360172435292232
1.0,0.0013360410431808465
1.0,0.0013360648436804134
1.0,0.0013360886450279688
1.0,0.0013361124472235583
1.0,0.0013361362502672272
1.0,0.0013361600541590209
1.0,0.0013361838588989846
1.0,0.0013362076644871635
1.0,0.0013362314709236033
1.0,0.0013362552782083489
1.0,0.001336279086341446
1.0,0.0013363028953229399
1.0,0.0013363267051528759
1.0,0.0013363505158312992
1.0,0.0013363743273582553
1.0,0.0013363981397337896
1.0,0.0013364219529579473
1.0,0.0013364457670307739
1.0,0.0013364695819523147
1.0,0.0013364933977226153
1.0,0.0013365172143417208
1.0,0.0013365410318096765
1.0,0.0013365648501265281
1.0,0.0013365886692923209
1.0,0.0013366124893071
1.0,0.0013366363101709113
1.0,0.0013366601318837996
1.0,0.0013366839544458108
1.0,0.00133670777785699
1.0,0.001336731602117383
1.0,0.0013367554272270346
1.0,0.0013367792531859906
1.0,0.0013368030799942962
1.0,0.0013368269076519971
1.0,0.0013368507361591387
1.0,0.0013368745655157662
1.0,0.001336898395721925
1.0,0.0013369222267776608
1.0,0.001336946058683019
1.0,0.0013369698914380448
1.0,0.0013369937250427837
1.0,0.0013370175594972814
1.0,0.001337041394801583
1.0,0.0013370652309557343
1.0,0.0013370890679597805
1.0,0.001337112905813767
1.0,0.0013371367445177394
1.0,0.0013371605840717432
1.0,0.0013371844244758238
1.0,0.0013372082657300266
1.0,0.0013372321078343973
1.0,0.001337255950788981
1.0,0.0013372797945938235
1.0,0.0013373036392489704
1.0,0.0013373274847544667
1.0,0.0013373513311103582
1.0,0.0013373751783166904
1.0,0.0013373990263735088
1.0,0.0013374228752808589
1.0,0.001337446725038786
1.0,0.0013374705756473357
1.0,0.0013374944271065537
1.0,0.0013375182794164854
1.0,0.0013375421325771762
1.0,0.0013375659865886716
1.0,0.0013375898414510175
1.0,0.001337613697164259
1.0,0.0013376375537284418
1.0,0.0013376614111436113
1.0,0.0013376852694098132
1.0,0.0013377091285270931
1.0,0.0013377329884954963
1.0,0.0013377568493150684
1.0,0.0013377807109858553
1.0,0.001337804573507902
1.0,0.0013378284368812544
1.0,0.001337852301105958
1.0,0.0013378761661820581
1.0,0.0013379000321096007
1.0,0.0013379238988886313
1.0,0.001337947766519195
1.0,0.001337971635001338
1.0,0.0013379955043351054
1.0,0.001338019374520543
1.0,0.0013380432455576965
1.0,0.001338067117446611
1.0,0.0013380909901873326
1.0,0.0013381148637799068
1.0,0.0013381387382243792
1.0,0.001338162613520795
1.0,0.0013381864896692003
1.0,0.0013382103666696404
1.0,0.0013382342445221612
1.0,0.001338258123226808
1.0,0.0013382820027836265
1.0,0.0013383058831926626
1.0,0.0013383297644539614
1.0,0.001338353646567569
1.0,0.001338377529533531
1.0,0.0013384014133518926
1.0,0.0013384252980226997
1.0,0.001338449183545998
1.0,0.0013384730699218333
1.0,0.0013384969571502508
1.0,0.0013385208452312964
1.0,0.0013385447341650158
1.0,0.0013385686239514546
1.0,0.0013385925145906585
1.0,0.0013386164060826729
1.0,0.0013386402984275438
1.0,0.0013386641916253168
1.0,0.0013386880856760374
1.0,0.0013387119805797515
1.0,0.0013387358763365046
1.0,0.0013387597729463425
1.0,0.0013387836704093108
1.0,0.0013388075687254552
1.0,0.0013388314678948214
1.0,0.001338855367917455
1.0,0.001338879268793402
1.0,0.0013389031705227077
1.0,0.0013389270731054182
1.0,0.001338950976541579
1.0,0.0013389748808312356
1.0,0.001338998785974434
1.0,0.00133902269197122
1.0,0.001339046598821639
1.0,0.0013390705065257369
1.0,0.0013390944150835594
1.0,0.0013391183244951524
1.0,0.0013391422347605614
1.0,0.0013391661458798322
1.0,0.0013391900578530104
1.0,0.001339213970680142
1.0,0.0013392378843612729
1.0,0.0013392617988964484
1.0,0.0013392857142857143
1.0,0.0013393096305291167
1.0,0.001339333547626701
1.0,0.001339357465578513
1.0,0.001339381384384599
1.0,0.001339405304045004
1.0,0.0013394292245597743
1.0,0.0013394531459289553
1.0,0.0013394770681525933
1.0,0.0013395009912307335
1.0,0.001339524915163422
1.0,0.0013395488399507046
1.0,0.001339572765592627
1.0,0.001339596692089235
1.0,0.0013396206194405745
1.0,0.001339644547646691
1.0,0.0013396684767076309
1.0,0.0013396924066234393
1.0,0.0013397163373941624
1.0,0.001339740269019846
1.0,0.0013397642015005359
1.0,0.001339788134836278
1.0,0.0013398120690271177
1.0,0.0013398360040731015
1.0,0.0013398599399742747
1.0,0.0013398838767306833
1.0,0.0013399078143423733
1.0,0.0013399317528093903
1.0,0.0013399556921317802
1.0,0.0013399796323095888
1.0,0.0013400035733428623
1.0,0.0013400275152316461
1.0,0.0013400514579759862
1.0,0.0013400754015759286
1.0,0.0013400993460315192
1.0,0.0013401232913428035
1.0,0.0013401472375098276
1.0,0.0013401711845326377
1.0,0.0013401951324112792
1.0,0.001340219081145798
1.0,0.0013402430307362402
1.0,0.0013402669811826515
1.0,0.0013402909324850781
1.0,0.0013403148846435657
1.0,0.00134033883765816
1.0,0.0013403627915289072
1.0,0.001340386746255853
1.0,0.0013404107018390435
1.0,0.0013404346582785245
1.0,0.0013404586155743418
1.0,0.0013404825737265416
1.0,0.0013405065327351696
