fpr,tpr,threshold
0.3756394255278007,0.9866666666666667,2.7957729e-05
0.3790672737180727,0.9866666666666667,2.7489095e-05
0.3791024311354088,0.9866666666666667,2.7488333e-05
0.38064935749819817,0.9866666666666667,2.7266466e-05
0.3806845149155343,0.9866666666666667,2.72641e-05
0.3811415613409039,0.9866666666666667,2.719461e-05
0.38117671875824,0.9866666666666667,2.719404e-05
0.38356742313709635,0.9866666666666667,2.6864083e-05
0.38360258055443247,0.9866666666666667,2.686193e-05
0.3839365760191256,0.9866666666666667,2.6822792e-05
0.38397173343646174,0.9866666666666667,2.6821921e-05
0.38529013658656636,0.9866666666666667,2.6662685e-05
0.3853252940039025,0.9866666666666667,2.6658616e-05
0.3893156608715524,0.9866666666666667,2.611263e-05
0.3893508182888885,0.9866666666666667,2.6112582e-05
0.4010933956791534,0.9866666666666667,2.4715408e-05
0.40112855309648954,0.9866666666666667,2.4714678e-05
0.4040114613180516,0.9866666666666667,2.435943e-05
0.4040466187353877,0.9866666666666667,2.435655e-05
0.40947843971381864,0.9866666666666667,2.3737408e-05
0.40951359713115476,0.9866666666666667,2.3735573e-05
0.415613409038972,0.9866666666666667,2.301612e-05
0.4156485664563081,0.9866666666666667,2.301024e-05
0.4168439186457363,0.9866666666666667,2.2879105e-05
0.4168790760630724,0.9866666666666667,2.2874916e-05
0.4195158823632816,0.9866666666666667,2.2622009e-05
0.4195510397806177,0.9866666666666667,2.261873e-05
0.41962135461529,0.9866666666666667,2.260633e-05
0.4196565120326261,0.9866666666666667,2.2602408e-05
0.42169564223812117,0.9866666666666667,2.2336211e-05
0.4217307996554573,0.9866666666666667,2.2335402e-05
0.4252289626804015,0.9866666666666667,2.1987327e-05
0.4252641200977376,0.9866666666666667,2.198716e-05
0.42593211102712397,0.9866666666666667,2.1922275e-05
0.4259672684444601,0.9866666666666667,2.1916965e-05
0.4274263012639092,0.9866666666666667,2.1810629e-05
0.4274614586812453,0.9866666666666667,2.180753e-05
0.42756693093325365,0.9866666666666667,2.1801874e-05
0.42760208835058977,0.9866666666666667,2.1801354e-05
0.4283931302406525,0.9866666666666667,2.1708824e-05
0.4284282876579886,0.9866666666666667,2.170874e-05
0.43345579833705417,0.9866666666666667,2.1118785e-05
0.4334909557543903,0.9866666666666667,2.111778e-05
0.434264418935785,0.9866666666666667,2.1055179e-05
0.4342995763531211,0.9866666666666667,2.1049576e-05
0.4467804595074446,0.9866666666666667,1.9852121e-05
0.4468156169247807,0.9866666666666667,1.9851856e-05
0.45832967110236084,0.9866666666666667,1.8819252e-05
0.45836482851969695,0.9866666666666667,1.8818298e-05
0.46103679223724225,0.9866666666666667,1.8590623e-05
0.4610719496545784,0.9866666666666667,1.8587254e-05
0.4661873538769842,0.9866666666666667,1.81214e-05
0.4662225112943203,0.9866666666666667,1.8120762e-05
0.46685534480637053,0.9866666666666667,1.8070905e-05
0.46689050222370665,0.9866666666666667,1.8069424e-05
0.46866595179918086,0.9866666666666667,1.794446e-05
0.468701109216517,0.9866666666666667,1.7944065e-05
0.47156643872941095,0.9866666666666667,1.7700866e-05
0.47160159614674707,0.9866666666666667,1.7700275e-05
0.4746251340376536,0.9866666666666667,1.7444385e-05
0.4746602914549897,0.9866666666666667,1.7440327e-05
0.47467787016365776,0.9866666666666667,1.7438746e-05
0.4747130275809939,0.9866666666666667,1.7437882e-05
0.47692794487316964,0.9866666666666667,1.7254299e-05
0.47696310229050576,0.9866666666666667,1.7252883e-05
0.48742243394800217,0.9866666666666667,1.641766e-05
0.48742243394800217,1.0,1.6414591e-05
0.49837396944820433,1.0,1.5646592e-05
0.49840912686554045,1.0,1.5646398e-05
0.4987782797475697,1.0,1.5624091e-05
0.4988134371649059,1.0,1.5622303e-05
0.5030323272452406,1.0,1.5318874e-05
0.5030674846625767,1.0,1.5316054e-05
0.5045792536080299,1.0,1.5215211e-05
0.5046144110253661,1.0,1.5213121e-05
0.5074445831209239,1.0,1.5004731e-05
0.5074797405382601,1.0,1.500194e-05
0.5102220190904776,1.0,1.4812848e-05
0.5102571765078138,1.0,1.4811873e-05
0.5123842002566491,1.0,1.46812545e-05
0.5124193576739853,1.0,1.4681227e-05
0.5132631356900522,1.0,1.4619863e-05
0.5132982931073883,1.0,1.4619753e-05
0.5134740801940689,1.0,1.4606958e-05
0.5135092376114051,1.0,1.4606178e-05
0.5161812013289504,1.0,1.44356845e-05
0.5162163587462865,1.0,1.443538e-05
0.5236873099302125,1.0,1.3971669e-05
0.5237224673475487,1.0,1.3967873e-05
0.5273788387505054,1.0,1.3745856e-05
0.5274139961678415,1.0,1.3742723e-05
0.5285038761052613,1.0,1.3672812e-05
0.5285390335225975,1.0,1.3671952e-05
0.535025577021112,1.0,1.3245365e-05
0.5350607344384481,1.0,1.324443e-05
0.5391741522667745,1.0,1.3005467e-05
0.5392093096841106,1.0,1.3005391e-05
0.5416527501889711,1.0,1.2865723e-05
0.5416879076063073,1.0,1.2864876e-05
0.5569110693128483,1.0,1.1982432e-05
0.5569462267301843,1.0,1.1978776e-05
0.5587040975969906,1.0,1.1883857e-05
0.5587392550143266,1.0,1.1882645e-05
0.5595478756130574,1.0,1.184506e-05
0.5595830330303936,1.0,1.1844845e-05
0.5641534972840895,1.0,1.1598225e-05
0.5641886547014257,1.0,1.1598202e-05
0.5662453636155887,1.0,1.1491879e-05
0.5662805210329249,1.0,1.1491496e-05
0.5734526341694939,1.0,1.11012205e-05
0.57348779158683,1.0,1.1100289e-05
0.5764058572257282,1.0,1.09389475e-05
0.5764410146430643,1.0,1.0937924e-05
0.5773902649111397,1.0,1.08845015e-05
0.5774254223284757,1.0,1.0884098e-05
0.5799391776680085,1.0,1.0754741e-05
0.5799743350853447,1.0,1.0754557e-05
0.5824705117162093,1.0,1.0619405e-05
0.5825056691335454,1.0,1.0619395e-05
0.5831385026455956,1.0,1.058087e-05
0.5831736600629318,1.0,1.0580194e-05
0.5839119658269903,1.0,1.055046e-05
0.5839471232443265,1.0,1.0550017e-05
0.5857577302371367,1.0,1.0465482e-05
0.5857928876544729,1.0,1.0464563e-05
0.5901348286954841,1.0,1.0258004e-05
0.5901699861128201,1.0,1.02577005e-05
0.5912950234675761,1.0,1.0208583e-05
0.5913301808849122,1.0,1.0208136e-05
0.5914708105542567,1.0,1.020039e-05
0.5915059679715928,1.0,1.0197968e-05
0.6089967830963138,1.0,9.419352e-06
0.6090319405136498,1.0,9.418355e-06
0.6121961080739009,1.0,9.292805e-06
0.612231265491237,1.0,9.292433e-06
0.617680665178336,1.0,9.0738695e-06
0.6177158225956721,1.0,9.073428e-06
0.6267161214337195,1.0,8.69616e-06
0.6267512788510556,1.0,8.69388e-06
0.6269973807724084,1.0,8.686189e-06
0.6270325381897446,1.0,8.686073e-06
0.6333784520189147,1.0,8.447423e-06
0.6334136094362508,1.0,8.44723e-06
0.6339233919876246,1.0,8.428489e-06
0.6339585494049607,1.0,8.427461e-06
0.6347671700036915,1.0,8.387667e-06
0.6348023274210276,1.0,8.387251e-06
0.6361910454058045,1.0,8.331463e-06
0.6362262028231406,1.0,8.3311925e-06
0.6388805878320178,1.0,8.228119e-06
0.638915745249354,1.0,8.226848e-06
0.6396540510134126,1.0,8.198363e-06
0.6396892084307487,1.0,8.198144e-06
0.6402165696907905,1.0,8.180704e-06
0.6402517271081266,1.0,8.179831e-06
0.6454901822912089,1.0,7.987337e-06
