batch_size,total_latency_ms,avg_latency_per_transaction_ms,n_predictions
1,29.181199992308393,29.181199992308393,1
10,30.49150001606904,3.049150001606904,10
100,38.292599987471476,0.38292599987471476,100
1000,42.99869999522343,0.04299869999522343,1000
