n_runs,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms
1000,31.94746740005212,30.395550013054162,38.742525006819044,53.11816902511049,25.165400002151728,195.40739999501966
