n_runs,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms
100,52.64523800346069,46.662400010973215,62.024590006330975,95.06982100894837,41.22020001523197,409.5157000119798
